sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
Hoe heten de wezens die een rol spelen in de Oud-Noorse mythologie?	heten	1			wezens	3	{'Number': 'Plur', 'lemma': 'wezen'}	NOUN	heten	1	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'heten'}	VERB	-2	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/wpspel/443.xml', 'sent_id': 'wpspel\\443', 'text': 'Hoe heten de wezens die een rol spelen in de Oud-Noorse mythologie?', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	heet	PL -> SG	Hoe	Hoe heet de wezens die een rol spelen in de Oud-Noorse mythologie?	[]	[]	0	0	0	False	False	False	1.6921743630380052e-06	SV-#	nld	PL	SG	VS	verb	+
In praktijk delen echter alle 19 gemeenten van het gewest in de lasten én de lusten van deze functie.	delen	2			gemeenten	6	{'Number': 'Plur', 'lemma': 'gemeente'}	NOUN	delen	2	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'delen'}	VERB	-4	[]	{'archive': 'nl_lassysmalldevelop-ud-train.collection', 'source': 'LassyDevelop/wiki-154/wiki-154.p.59.s.4.xml', 'sent_id': 'wiki-154.p.59.s.4', 'text': 'In praktijk delen echter alle 19 gemeenten van het gewest in de lasten én de lusten van deze functie.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	deelt	PL -> SG	In praktijk	In praktijk deelt echter alle 19 gemeenten van het gewest in de lasten én de lusten van deze functie.	[]	[]	0	0	0	False	False	False	1.2225242749914404e-05	SV-#	nld	PL	SG	VS	verb	+
Bij de totstandkoming van het moderne Saoedi-Arabië speelden westerse machten slechts een bescheiden rol.	speelden	7			machten	9	{'Number': 'Plur', 'lemma': 'macht'}	NOUN	speelden	7	{'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'spelen'}	VERB	-2	[]	{'archive': 'WR-P-E-I-train.collection', 'source': 'LassyDevelop/WR-P-E-I-0000015007/WR-P-E-I-0000015007.p.1.s.91.2.xml', 'sent_id': 'WR-P-E-I-0000015007.p.1.s.91.2', 'text': 'Bij de totstandkoming van het moderne Saoedi-Arabië speelden westerse machten slechts een bescheiden rol.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	speelde	PL -> SG	Bij de totstandkoming van het moderne Saoedi-Arabië	Bij de totstandkoming van het moderne Saoedi-Arabië speelde westerse machten slechts een bescheiden rol.	[]	[]	0	0	0	False	False	False	4.230435907595013e-06	SV-#	nld	PL	SG	VS	verb	+
"Uit die periode dateren zijn eerste schilderijtjes over de zee, het strand en duin- en polderlandschappen, zoals ""Duinen"" (rond 1876), ""Zicht op Mariakerke"" (1876), ""De triomfwagen"" (1877), ""De badkoets op het strand"" (1877)."	dateren	3			schilderijtjes	6	{'Number': 'Plur', 'lemma': 'schilderij'}	NOUN	dateren	3	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'dateren'}	VERB	-3	[]	"{'archive': 'nl_lassysmalldevelop-ud-dev.collection', 'source': 'LassyDevelop/wiki-832/wiki-832.p.11.s.2.xml', 'sent_id': 'wiki-832.p.11.s.2', 'text': 'Uit die periode dateren zijn eerste schilderijtjes over de zee, het strand en duin- en polderlandschappen, zoals ""Duinen"" (rond 1876), ""Zicht op Mariakerke"" (1876), ""De triomfwagen"" (1877), ""De badkoets op het strand"" (1877).', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-dev.conllu'}"	dateer	PL -> SG	Uit die periode	"Uit die periode dateer zijn eerste schilderijtjes over de zee, het strand en duin- en polderlandschappen, zoals ""Duinen"" (rond 1876), ""Zicht op Mariakerke"" (1876), ""De triomfwagen"" (1877), ""De badkoets op het strand"" (1877)."	[]	[]	0	0	0	False	False	False	1.908172810171825e-06	SV-#	nld	PL	SG	VS	verb	+
Binnenin onderstrepen de goudgele glasramen van Marc Ingrent nog eens de baksteenkleur.	onderstrepen	1			glasramen	4	{'Number': 'Plur', 'lemma': 'glasraam'}	NOUN	onderstrepen	1	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'onderstrepen'}	VERB	-3	[]	{'archive': 'WR-P-E-I-train.collection', 'source': 'LassyDevelop/WR-P-E-I-0000044854/WR-P-E-I-0000044854.p.3.s.132.xml', 'sent_id': 'WR-P-E-I-0000044854.p.3.s.132', 'text': 'Binnenin onderstrepen de goudgele glasramen van Marc Ingrent nog eens de baksteenkleur.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	onderstreept	PL -> SG	Binnenin	Binnenin onderstreept de goudgele glasramen van Marc Ingrent nog eens de baksteenkleur.	[]	[]	0	0	0	False	False	False	1.908172810171825e-06	SV-#	nld	PL	SG	VS	verb	+
Al acht dagen vochten de Britse parachutisten geheel alleen.	vochten	3			parachutisten	6	{'Number': 'Plur', 'lemma': 'parachutist'}	NOUN	vochten	3	{'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'vechten'}	VERB	-3	[]	{'archive': 'WR-P-E-I-train.collection', 'source': 'LassyDevelop/WR-P-E-I-0000016944/WR-P-E-I-0000016944.p.3.s.186.xml', 'sent_id': 'WR-P-E-I-0000016944.p.3.s.186', 'text': 'Al acht dagen vochten de Britse parachutisten geheel alleen.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	vocht	PL -> SG	Al acht dagen	Al acht dagen vocht de Britse parachutisten geheel alleen.	[]	[]	0	0	0	False	False	False	3.81634562034365e-06	SV-#	nld	PL	SG	VS	verb	+
In Brussel-Kapellekerk en -Congres stoppen enkel een paar stoptreinen.	stoppen	4			stoptreinen	8	{'Number': 'Plur', 'lemma': 'stoptrein'}	NOUN	stoppen	4	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'stoppen'}	VERB	-4	[]	{'archive': 'nl_lassysmalldevelop-ud-train.collection', 'source': 'LassyDevelop/wiki-138/wiki-138.p.47.s.2.xml', 'sent_id': 'wiki-138.p.47.s.2', 'text': 'In Brussel-Kapellekerk en -Congres stoppen enkel een paar stoptreinen.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	stopt	PL -> SG	In Brussel-Kapellekerk en -Congres	In Brussel-Kapellekerk en -Congres stopt enkel een paar stoptreinen.	[]	[]	0	0	0	False	False	False	4.890097099965762e-05	SV-#	nld	PL	SG	VS	verb	+
Overigens hoeven die officiele klachten die bij de bond of als de gedupeerde het anders wil bij de justitie worden ingediend, nog helemaal geen maatstaf te zijn voor de werkelijke omvang van schaamteloze praktijken.	hoeven	1			klachten	4	{'Number': 'Plur', 'lemma': 'klacht'}	NOUN	hoeven	1	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'hoeven'}	VERB	-3	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/cdb/6806.xml', 'sent_id': 'cdb\\6806', 'text': 'Overigens hoeven die officiele klachten die bij de bond of als de gedupeerde het anders wil bij de justitie worden ingediend, nog helemaal geen maatstaf te zijn voor de werkelijke omvang van schaamteloze praktijken.', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	hoeft	PL -> SG	Overigens	Overigens hoeft die officiele klachten die bij de bond of als de gedupeerde het anders wil bij de justitie worden ingediend, nog helemaal geen maatstaf te zijn voor de werkelijke omvang van schaamteloze praktijken.	[]	[]	0	0	0	False	False	False	5.088460827124865e-06	SV-#	nld	PL	SG	VS	verb	+
Rond hem heen brulden schorre kelen, elkaar om het hardst overstemmend:	brulden	3			kelen	5	{'Number': 'Plur', 'lemma': 'keel'}	NOUN	brulden	3	{'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'brullen'}	VERB	-2	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/cdb/3534.xml', 'sent_id': 'cdb\\3534', 'text': 'Rond hem heen brulden schorre kelen, elkaar om het hardst overstemmend:', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	brulde	PL -> SG	Rond hem heen	Rond hem heen brulde schorre kelen, elkaar om het hardst overstemmend:	[]	[]	0	0	0	False	False	False	8.460871815190026e-06	SV-#	nld	PL	SG	VS	verb	+
Samen dragen beide ministers de verantwoordelijkheid voor de organisatie en het bestuur van de politie.	dragen	1			ministers	3	{'Number': 'Plur', 'lemma': 'minister'}	NOUN	dragen	1	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'dragen'}	VERB	-2	[]	{'archive': 'nl_lassysmalldevelop-ud-train.collection', 'source': 'LassyDevelop/wiki-7064/wiki-7064.p.7.s.1.xml', 'sent_id': 'wiki-7064.p.7.s.1', 'text': 'Samen dragen beide ministers de verantwoordelijkheid voor de organisatie en het bestuur van de politie.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	draag	PL -> SG	Samen	Samen draag beide ministers de verantwoordelijkheid voor de organisatie en het bestuur van de politie.	[]	[]	0	0	0	False	False	False	4.230435907595013e-07	SV-#	nld	PL	SG	VS	verb	+
Na een conferentie op 4 november te Londen erkenden de grote mogendheden op 20 december 1830 de scheiding tussen Nederland en België.	erkenden	8			mogendheden	11	{'Number': 'Plur', 'lemma': 'mogendheid'}	NOUN	erkenden	8	{'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'erkennen'}	VERB	-3	[]	{'archive': 'nl_lassysmalldevelop-ud-train.collection', 'source': 'LassyDevelop/wiki-208/wiki-208.p.58.s.1.xml', 'sent_id': 'wiki-208.p.58.s.1', 'text': 'Na een conferentie op 4 november te Londen erkenden de grote mogendheden op 20 december 1830 de scheiding tussen Nederland en België.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	erkende	PL -> SG	Na een conferentie op 4 november te Londen	Na een conferentie op 4 november te Londen erkende de grote mogendheden op 20 december 1830 de scheiding tussen Nederland en België.	[]	[]	0	0	0	False	False	False	7.6326912406873e-06	SV-#	nld	PL	SG	VS	verb	+
In 1970 werkten er ruim 5000 personeelsleden.	werkten	2			personeelsleden	6	{'Number': 'Plur', 'lemma': 'personeellid'}	NOUN	werkten	2	{'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'werken'}	VERB	-4	[]	{'archive': 'nl_lassysmalldevelop-ud-train.collection', 'source': 'LassyDevelop/wiki-3745/wiki-3745.p.9.s.3.xml', 'sent_id': 'wiki-3745.p.9.s.3', 'text': 'In 1970 werkten er ruim 5000 personeelsleden.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	werkte	PL -> SG	In 1970	In 1970 werkte er ruim 5000 personeelsleden.	[]	[]	0	0	0	False	False	False	2.445048549982881e-05	SV-#	nld	PL	SG	VS	verb	+
Op één punt vlogen de kogels van een Duitse patrouille ons om de oren.	vlogen	3			kogels	5	{'Number': 'Plur', 'lemma': 'kogel'}	NOUN	vlogen	3	{'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'vliegen'}	VERB	-2	[]	{'archive': 'WR-P-E-I-train.collection', 'source': 'LassyDevelop/WR-P-E-I-0000016944/WR-P-E-I-0000016944.p.3.s.29.xml', 'sent_id': 'WR-P-E-I-0000016944.p.3.s.29', 'text': 'Op één punt vlogen de kogels van een Duitse patrouille ons om de oren.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	vloog	PL -> SG	Op één punt	Op één punt vloog de kogels van een Duitse patrouille ons om de oren.	[]	[]	0	0	0	False	False	False	2.8202906050633407e-06	SV-#	nld	PL	SG	VS	verb	+
Na zijn dood kozen de geestelijke en wereldlijke vorsten Lotharius van Supplinburg tot koning.	kozen	3			vorsten	8	{'Number': 'Plur', 'lemma': 'vorst'}	NOUN	kozen	3	{'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'kiezen'}	VERB	-5	[]	{'archive': 'WR-P-E-I-train.collection', 'source': 'LassyDevelop/WR-P-E-I-0000054957/WR-P-E-I-0000054957.p.2.s.40.xml', 'sent_id': 'WR-P-E-I-0000054957.p.2.s.40', 'text': 'Na zijn dood kozen de geestelijke en wereldlijke vorsten Lotharius van Supplinburg tot koning.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	koos	PL -> SG	Na zijn dood	Na zijn dood koos de geestelijke en wereldlijke vorsten Lotharius van Supplinburg tot koning.	[]	[]	0	0	0	False	False	False	2.0608266349855704e-05	SV-#	nld	PL	SG	VS	verb	+
Want ongeschonden tenslotte stapten beide elftallen na afloop van de strijd op de met zand en aarde bestrooide ijsvlakte die het Walter Ulbrichtstadion herbergde, naar de kleedkamers.	stapten	3			elftallen	5	{'Number': 'Plur', 'lemma': 'elftal'}	NOUN	stapten	3	{'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'stappen'}	VERB	-2	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/cdb/6101.xml', 'sent_id': 'cdb\\6101', 'text': 'Want ongeschonden tenslotte stapten beide elftallen na afloop van de strijd op de met zand en aarde bestrooide ijsvlakte die het Walter Ulbrichtstadion herbergde, naar de kleedkamers.', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	stapte	PL -> SG	Want ongeschonden tenslotte	Want ongeschonden tenslotte stapte beide elftallen na afloop van de strijd op de met zand en aarde bestrooide ijsvlakte die het Walter Ulbrichtstadion herbergde, naar de kleedkamers.	[]	[]	0	0	0	False	False	False	8.460871815190026e-06	SV-#	nld	PL	SG	VS	verb	+
Vervolgens komen 10 losse, op zichzelf staande sketches waarin op uiterst zwartgallige wijze wordt duidelijk gemaakt dat de mens niets van 10 geboden heeft terecht gebracht.	komen	1			sketches	8	{'Number': 'Plur', 'lemma': 'sketch'}	NOUN	komen	1	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'komen'}	VERB	-7	[]	{'archive': 'WR-P-E-I-train.collection', 'source': 'LassyDevelop/WR-P-E-I-0000000332/WR-P-E-I-0000000332.p.4.s.275.xml', 'sent_id': 'WR-P-E-I-0000000332.p.4.s.275', 'text': 'Vervolgens komen 10 losse, op zichzelf staande sketches waarin op uiterst zwartgallige wijze wordt duidelijk gemaakt dat de mens niets van 10 geboden heeft terecht gebracht.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	komt	PL -> SG	Vervolgens	Vervolgens komt 10 losse, op zichzelf staande sketches waarin op uiterst zwartgallige wijze wordt duidelijk gemaakt dat de mens niets van 10 geboden heeft terecht gebracht.	[]	[]	0	0	0	False	False	False	1.311435131354454e-05	SV-#	nld	PL	SG	VS	verb	+
Dan zijn er een aantal progresieven, die daarmee gebroken hebben en in de richting van de PPR gaan.	zijn	1			progresieven	5	{'Number': 'Plur', 'lemma': 'progresief'}	NOUN	zijn	1	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'zijn'}	VERB	-4	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/cdb/3108.xml', 'sent_id': 'cdb\\3108', 'text': 'Dan zijn er een aantal progresieven, die daarmee gebroken hebben en in de richting van de PPR gaan.', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	is	PL -> SG	Dan	Dan is er een aantal progresieven, die daarmee gebroken hebben en in de richting van de PPR gaan.	[]	[]	0	0	0	False	False	False	5.373733076885452e-07	SV-#	nld	PL	SG	VS	verb	+
Een eerste strijdtoneel vormden de onderhandelingen tussen Philips en Osram over de octrooien en de verdeelsleutel voor de afzet van gloeilampen.	vormden	3			onderhandelingen	5	{'Number': 'Plur', 'lemma': 'onderhandeling'}	NOUN	vormden	3	{'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'vormen'}	VERB	-2	[]	{'archive': 'WR-P-E-I-train.collection', 'source': 'LassyDevelop/WR-P-E-I-0000049645/WR-P-E-I-0000049645.p.1.s.92.xml', 'sent_id': 'WR-P-E-I-0000049645.p.1.s.92', 'text': 'Een eerste strijdtoneel vormden de onderhandelingen tussen Philips en Osram over de octrooien en de verdeelsleutel voor de afzet van gloeilampen.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	vormde	PL -> SG	Een eerste strijdtoneel	Een eerste strijdtoneel vormde de onderhandelingen tussen Philips en Osram over de octrooien en de verdeelsleutel voor de afzet van gloeilampen.	[]	[]	0	0	0	False	False	False	2.1152179537975064e-06	SV-#	nld	PL	SG	VS	verb	+
De eerste dagen van de oorlog liepen er, ononderbroken rijen krijgsgevangenen over de Tongerseweg, om via Maastricht en de weg Maastricht-Vaals naar krijgsgevangenkampen in Duitsland te worden afgevoerd.	liepen	6			rijen	10	{'Number': 'Plur', 'lemma': 'rij'}	NOUN	liepen	6	{'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'lopen'}	VERB	-4	[]	{'archive': 'WR-P-E-I-train.collection', 'source': 'LassyDevelop/WR-P-E-I-0000050381/WR-P-E-I-0000050381.p.1.s.483.xml', 'sent_id': 'WR-P-E-I-0000050381.p.1.s.483', 'text': 'De eerste dagen van de oorlog liepen er, ononderbroken rijen krijgsgevangenen over de Tongerseweg, om via Maastricht en de weg Maastricht-Vaals naar krijgsgevangenkampen in Duitsland te worden afgevoerd.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	liep	PL -> SG	De eerste dagen van de oorlog	De eerste dagen van de oorlog liep er, ononderbroken rijen krijgsgevangenen over de Tongerseweg, om via Maastricht en de weg Maastricht-Vaals naar krijgsgevangenkampen in Duitsland te worden afgevoerd.	[]	[]	0	0	0	False	False	False	1.6300323666552537e-05	SV-#	nld	PL	SG	VS	verb	+
Als onderdeel van dit proces verboden vele naties, met inbegrip van de V.S., privéëigendom van grote goudvoorraden.	verboden	5			naties	7	{'Number': 'Plur', 'lemma': 'natie'}	NOUN	verboden	5	{'Number': 'Plur', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'verbieden'}	VERB	-2	[]	{'archive': 'WR-P-E-I-train.collection', 'source': 'LassyDevelop/WR-P-E-I-0000032165/WR-P-E-I-0000032165.p.5.s.157.xml', 'sent_id': 'WR-P-E-I-0000032165.p.5.s.157', 'text': 'Als onderdeel van dit proces verboden vele naties, met inbegrip van de V.S., privéëigendom van grote goudvoorraden.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	verbood	PL -> SG	Als onderdeel van dit proces	Als onderdeel van dit proces verbood vele naties, met inbegrip van de V.S., privéëigendom van grote goudvoorraden.	[]	[]	0	0	0	False	False	False	8.460871815190026e-06	SV-#	nld	PL	SG	VS	verb	+
In praktijk proberen de meeste Franstalige politici echter deze waarborgen systematisch uit te hollen.	proberen	2			politici	6	{'Number': 'Plur', 'lemma': 'politicus'}	NOUN	proberen	2	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'proberen'}	VERB	-4	[]	{'archive': 'nl_lassysmalldevelop-ud-train.collection', 'source': 'LassyDevelop/wiki-154/wiki-154.p.12.s.5.xml', 'sent_id': 'wiki-154.p.12.s.5', 'text': 'In praktijk proberen de meeste Franstalige politici echter deze waarborgen systematisch uit te hollen.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}	probeert	PL -> SG	In praktijk	In praktijk probeert de meeste Franstalige politici echter deze waarborgen systematisch uit te hollen.	[]	[]	0	0	0	False	False	False	5.433441222184179e-06	SV-#	nld	PL	SG	VS	verb	+
"Ook verschijnen er in de nieuwere strips vloeken, in situaties waar men in de oudere strips iets riep als ""hemel""."	verschijnen	1			vloeken	7	{'Number': 'Plur', 'lemma': 'vloek'}	NOUN	verschijnen	1	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'verschijnen'}	VERB	-6	[]	"{'archive': 'nl_lassysmalldevelop-ud-train.collection', 'source': 'LassyDevelop/wiki-9844/wiki-9844.p.17.s.2.xml', 'sent_id': 'wiki-9844.p.17.s.2', 'text': 'Ook verschijnen er in de nieuwere strips vloeken, in situaties waar men in de oudere strips iets riep als ""hemel"".', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-train.conllu'}"	verschijn	PL -> SG	Ook	"Ook verschijn er in de nieuwere strips vloeken, in situaties waar men in de oudere strips iets riep als ""hemel""."	[]	[]	0	0	0	False	False	False	6.327099317938156e-06	SV-#	nld	PL	SG	VS	verb	+
Hoe heten de kleine ronde dopjes onder de zool van sommige sportschoenen, om in een zachte ondergrond houvast te geven?	heten	1			dopjes	5	{'Number': 'Plur', 'lemma': 'dop'}	NOUN	heten	1	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'heten'}	VERB	-4	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/wpspel/462.xml', 'sent_id': 'wpspel\\462', 'text': 'Hoe heten de kleine ronde dopjes onder de zool van sommige sportschoenen, om in een zachte ondergrond houvast te geven?', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	heet	PL -> SG	Hoe	Hoe heet de kleine ronde dopjes onder de zool van sommige sportschoenen, om in een zachte ondergrond houvast te geven?	[]	[]	0	0	0	False	False	False	9.780194199931524e-06	SV-#	nld	PL	SG	VS	verb	+
Ondanks het feit dat de wedstrijd samenvalt met de Ronde van Spanje en de Merkenkoers in Italie verwachten de organisatoren toch een grote belangstelling van de renners.	verwachten	17			organisatoren	19	{'Number': 'Plur', 'lemma': 'organisator'}	NOUN	verwachten	17	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'verwachten'}	VERB	-2	[]	{'archive': 'nl_alpinodev-ud-train.collection', 'source': 'Treebank/cdb/5923.xml', 'sent_id': 'cdb\\5923', 'text': 'Ondanks het feit dat de wedstrijd samenvalt met de Ronde van Spanje en de Merkenkoers in Italie verwachten de organisatoren toch een grote belangstelling van de renners.', 'auto': 'ALUD2.12.3', 'treebank': 'UD_Dutch-Alpino/nl_alpino-ud-train.conllu'}	verwacht	PL -> SG	Ondanks het feit dat de wedstrijd samenvalt met de Ronde van Spanje en de Merkenkoers in Italie	Ondanks het feit dat de wedstrijd samenvalt met de Ronde van Spanje en de Merkenkoers in Italie verwacht de organisatoren toch een grote belangstelling van de renners.	[]	[]	0	0	0	False	False	False	2.8202906050633407e-06	SV-#	nld	PL	SG	VS	verb	+
Na twee tot drie weken bijten de jonge werksters, bij latere broedsels daarbij geholpen door de werksters, aan de bovenkant van hun cocon een gat.	bijten	5			werksters	8	{'Number': 'Plur', 'lemma': 'werkster'}	NOUN	bijten	5	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'bijten'}	VERB	-3	[]	{'archive': 'WR-P-E-I-test.collection', 'source': 'LassyDevelop/WR-P-E-I-0000020972/WR-P-E-I-0000020972.p.4.s.88.xml', 'sent_id': 'WR-P-E-I-0000020972.p.4.s.88', 'text': 'Na twee tot drie weken bijten de jonge werksters, bij latere broedsels daarbij geholpen door de werksters, aan de bovenkant van hun cocon een gat.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-test.conllu'}	bijt	PL -> SG	Na twee tot drie weken	Na twee tot drie weken bijt de jonge werksters, bij latere broedsels daarbij geholpen door de werksters, aan de bovenkant van hun cocon een gat.	[]	[]	0	0	0	False	False	False	7.6326912406873e-06	SV-#	nld	PL	SG	VS	verb	+
Als een boer elk jaar hetzelfde gewas verbouwt op hetzelfde stuk land, raken bepaalde voedingsstoffen in de bodem uitgeput en treden allerlei ziekten op.	raken	13			voedingsstoffen	15	{'Number': 'Plur', 'lemma': 'voedingstof'}	NOUN	raken	13	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'raken'}	VERB	-2	[]	{'archive': 'WR-P-E-I-dev.collection', 'source': 'LassyDevelop/WR-P-E-I-0000006366/WR-P-E-I-0000006366.p.8.s.204.2.xml', 'sent_id': 'WR-P-E-I-0000006366.p.8.s.204.2', 'text': 'Als een boer elk jaar hetzelfde gewas verbouwt op hetzelfde stuk land, raken bepaalde voedingsstoffen in de bodem uitgeput en treden allerlei ziekten op.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-dev.conllu'}	raak	PL -> SG	Als een boer elk jaar hetzelfde gewas verbouwt op hetzelfde stuk land,	Als een boer elk jaar hetzelfde gewas verbouwt op hetzelfde stuk land, raak bepaalde voedingsstoffen in de bodem uitgeput en treden allerlei ziekten op.	[]	[]	0	0	0	False	False	False	4.230435907595013e-07	SV-#	nld	PL	SG	VS	verb	+
Dagelijks rollen gemiddeld 120.000 exemplaren van de pers.	rollen	1			exemplaren	4	{'Number': 'Plur', 'lemma': 'exemplaar'}	NOUN	rollen	1	{'Number': 'Plur', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'rollen'}	VERB	-3	[]	{'archive': 'nl_lassysmalldevelop-ud-test.collection', 'source': 'LassyDevelop/wiki-659/wiki-659.p.2.s.4.xml', 'sent_id': 'wiki-659.p.2.s.4', 'text': 'Dagelijks rollen gemiddeld 120.000 exemplaren van de pers.', 'auto': 'ALUD2.13.0', 'treebank': 'UD_Dutch-LassySmall/nl_lassysmall-ud-test.conllu'}	rolt	PL -> SG	Dagelijks	Dagelijks rolt gemiddeld 120.000 exemplaren van de pers.	[]	[]	0	0	0	False	False	False	1.52653824813746e-05	SV-#	nld	PL	SG	VS	verb	+
